-1.2689269,5.029619,8.513183
-1.2689269,4.9146976,8.166622
-1.2066777,4.820725,7.892486
-0.85473,4.698621,7.3340383
-1.0875661,4.620809,6.8372416
-1.2982559,4.699219,6.7223196
-1.3814543,4.824915,6.973711
-1.4622587,4.8859673,7.4788876
-1.5035586,4.871602,7.8613615
-1.4197617,4.855441,8.244433
-1.3305776,4.9123034,8.506598
-1.3748703,4.945224,8.644864
-1.4329298,4.868609,8.583812
-1.3599066,4.800973,8.253412
-1.3461399,4.805163,7.884106
-1.3210008,4.836886,7.7051396
-1.3132197,4.8165355,7.828441
-1.3108255,4.76506,8.000824
-1.3275849,4.7524905,8.002619
-1.3299791,4.7297454,8.032547
-1.2276269,4.702811,8.108562
-1.1282675,4.6040497,8.279149
-1.0564415,4.4903255,8.257602
-1.0235212,4.4125137,8.063073
-1.0582372,4.355053,7.7626004
-1.0510546,4.4208937,7.5572977
-1.0672154,4.5112743,7.717709
-1.1575965,4.426879,8.058883
-1.1803415,4.280234,8.301296
-1.1426327,4.0683475,8.440758
-1.002572,3.8911762,8.407239
-0.92176765,3.7954082,8.437765
-0.83617496,3.7792473,8.356362
-0.7224504,3.8624458,8.033744
-0.48602295,3.934272,8.128913
-0.095169514,3.8774097,8.1319065
-0.21906945,3.9187095,8.14687
-0.47644615,3.918111,8.033744
-0.6548142,4.115034,7.666234
-0.78888947,4.3023806,7.3669586
-1.0468647,4.14975,7.442376
-0.99299514,3.843891,7.8589673
-0.56084174,3.8283286,8.12233
-0.19033903,3.9947255,8.189965
-0.47644615,3.9163153,8.640076
-0.7350199,4.0521865,8.380304
-1.2138603,2.5258827,8.64666
-1.407192,1.2372037,8.827422
-1.0672154,1.6861166,8.351574
-0.60094464,2.9628246,8.189965
0.037110128,3.9306808,7.929596
0.6745663,4.3634324,8.156446
0.866701,4.453215,8.435371
0.7302315,4.4843397,8.4664955
0.4441244,4.420295,8.280945
0.28670564,4.2515035,8.145673
0.11671733,4.0240545,7.928399
0.008379706,3.9187095,8.010999
-0.1352724,3.9097314,8.392276
-0.34356794,3.8361096,8.64666
-0.30526072,3.8588545,8.573038
0.024540568,3.6762967,8.393473
-0.051475335,3.5823243,8.318654
-0.11133038,3.7433343,8.374918
-0.107739076,3.8732197,8.202535
-0.17776948,3.8043866,8.029554
-0.25438392,3.6104562,7.8625584
-0.49440265,3.031658,8.058883
-0.30885202,2.919729,8.90643
-0.047884032,3.9366663,8.521563
-0.020350715,4.501099,8.030751
0.12808979,4.4538136,8.300697
0.16160862,4.185065,8.327632
0.0796072,4.1982327,8.25401
0.1376666,4.3460746,8.237251
0.31902736,4.6255975,8.173206
0.29987377,4.911106,8.020576
-0.1316811,5.0906715,7.855974
0.04369418,4.9182887,8.163031
0.20470424,4.779425,8.942942
0.1328782,4.88477,9.946113
-0.095768064,4.9895163,10.153211
-0.18076223,4.831499,9.687539
-0.19692309,4.4155064,9.0794115
-0.10474633,4.1922474,8.839393
-0.04129998,4.171298,8.850765
-0.11312603,4.110844,8.993818
-0.10594343,4.1252093,9.129091
-0.12509704,4.1659107,8.847174
-0.25258827,4.2060137,8.267179
-0.39624038,4.1623197,7.823054
-0.5554548,3.9995139,7.803302
-0.62847793,3.99293,7.9505453
-0.76075757,3.8953662,7.884106
-0.89902276,3.6924577,7.828441
-0.87687635,3.602675,7.85358
-1.043872,3.4231098,8.152257
-1.4191631,3.0101101,8.48146
-1.6885108,2.4378958,8.53892
-1.2838906,2.280477,8.720282
-1.074398,2.7036524,8.841787
-0.99778354,3.1920695,8.293514
-0.6063316,3.8085763,7.781754
-0.29867667,4.3119574,7.711724
-0.029927522,4.7638626,7.6967597
0.12868834,5.16549,7.5549035
0.26994625,5.543774,7.3352356
0.34955344,5.8987145,7.065888
0.362123,6.1004257,7.156269
0.46746787,5.9477954,7.967903
