-1.1558008,4.3382936,10.029311
-0.8984242,4.3059716,9.75697
-1.0103531,4.3742065,9.179369
-1.2677298,4.4238863,8.693346
-1.2533646,4.4514194,8.477868
-1.0684125,4.5196543,8.198944
-0.96905315,4.5501804,7.923012
-1.0390835,4.5005007,7.763199
-1.1893197,4.4113164,7.700351
-1.4664485,4.312556,7.7266874
-1.6597804,4.2503066,7.8368206
-1.7495629,4.223372,8.066066
-1.8034325,4.2024226,8.335413
-1.8668787,4.1413703,8.48984
-1.8070238,4.1174283,8.4347725
-1.7489643,4.127005,8.234259
-1.7459716,4.155137,8.100781
-1.6831238,4.1982327,8.140884
-1.5711949,4.19943,8.108562
-1.5753847,4.1922474,7.9667063
-1.6585833,4.138976,7.8625584
-1.7208325,4.1695023,7.9475527
-1.7220296,4.2293572,8.161834
-1.5628152,4.259285,8.12233
-1.5358804,4.258686,7.8954787
-1.6412252,4.175488,7.7811556
-1.8722657,4.173094,7.8182654
-2.0458453,4.2742486,8.049905
-2.135628,4.361637,8.240842
-2.148796,4.4035354,8.306085
-2.095525,4.461595,8.321048
-2.0925324,4.530428,8.244433
-2.136825,4.548983,8.176797
-2.131438,4.525041,8.174403
-2.055422,4.4448357,8.025364
-2.0087352,4.350863,7.8086886
-1.9776106,4.3065705,7.719505
-1.965041,4.3263226,7.7919292
-1.9231426,4.350863,7.9846625
-1.8968062,4.245518,7.961918
-1.8261774,4.138976,7.7637978
-1.8309658,4.0396166,7.7129207
-1.8650831,3.9725792,7.8613615
-1.8567034,4.009091,7.943961
-1.8471266,4.086902,7.9128366
-1.7938557,4.175488,7.864354
-1.7525556,4.2161894,7.902063
-1.7088615,4.23654,8.031349
-1.702876,4.345476,8.199542
-1.769315,4.4681787,8.331821
-1.8171991,4.490924,8.387487
-1.8459295,4.4801497,8.387487
-1.7741034,4.469376,8.339603
-1.8046296,4.484938,8.292317
-1.9003977,4.51307,8.3072815
-1.9081788,4.494515,8.302493
-1.8746599,4.5118732,8.126519
-1.8201919,4.5166616,8.157045
-1.7830818,4.534618,8.348581
-1.733402,4.550779,8.545505
-1.6944963,4.5567646,8.662222
-1.6962919,4.537611,8.681973
-1.6597804,4.547786,8.630499
-1.4939818,4.5136685,8.549694
-1.3736732,4.5142674,8.465898
-1.3210008,4.532822,8.297106
-1.3676877,4.5603557,8.208521
-1.5047557,4.594473,8.143877
-1.6681601,4.5902834,8.071452
-1.7034745,4.56694,8.122928
-1.6220716,4.597466,8.222886
-1.5245079,4.578911,8.218098
-1.5059528,4.4843397,8.218098
-1.4993688,4.431069,8.215105
-1.5352819,4.4167037,8.185776
-1.5891514,4.4322658,8.133103
-1.6226702,4.4196963,7.9355817
-1.5927427,4.407127,7.8475947
-1.5699978,4.4077253,7.8745294
-1.5771804,4.4262805,7.991845
-1.5885528,4.4520183,7.9463553
-1.5424645,4.419098,7.781754
-1.483208,4.36044,7.6548615
-1.4143747,4.38498,7.606379
-1.4269443,4.398747,7.6524673
-1.4981717,4.422689,7.7649946
-1.5149311,4.4765587,7.9032598
-1.4784195,4.5513773,7.9984293
-1.3826514,4.655525,8.009203
-1.3862427,4.727351,7.94037
-1.4215573,4.712986,7.8589673
-1.4401124,4.6950297,7.809886
-1.4161704,4.609437,7.8009076
-1.4574703,4.5537715,7.744644
-1.5568297,4.5394063,7.7230964
-1.5059528,4.708796,7.675212
-1.365892,4.735132,7.752425
-1.3467385,4.6938324,7.892486
-1.2946646,4.6603136,8.028955
-1.2419921,4.6046486,8.085219
-1.192911,4.6680946,8.197148
-1.1438298,4.6860514,8.238448
-1.2162545,4.601057,8.249821
-1.3826514,4.4999022,8.285733
-1.5185224,4.477157,8.305486
-1.5496471,4.4274774,8.3072815
-1.2072762,4.537611,7.9906483
-0.8283938,4.696825,7.7290816
-1.34195,4.803367,7.685986
-1.6358383,4.68665,7.9972324
-1.5352819,4.4484267,8.082227
-1.4077905,4.2179847,8.3312235
-1.174356,3.697246,9.069835
-1.3772645,4.184466,9.147646
-1.714847,4.6339774,8.55987
-1.6124948,4.653131,8.067862
-1.5412674,4.623802,7.429208
-1.5005659,4.7081976,6.9545574
-1.5496471,4.84347,6.740875
-1.7465701,4.8817773,6.7630215
-1.7723078,4.855441,7.0712748
-1.6436194,4.7740383,7.353192
-1.6041151,4.6830587,7.5285673
-1.6753427,4.757279,7.7350674
-1.6927006,4.582502,7.5974007
-1.7531542,4.3777976,7.2167225
-1.632247,4.4681787,6.652888
-1.0929531,4.6058455,6.4882865
-0.53689975,4.7081976,6.935404
-0.5590461,4.6591167,7.689577
-0.88525605,4.605247,8.58022
-1.1013328,4.5555673,9.415796
-1.1408371,4.473566,9.898827
-0.8194155,4.253299,9.840169
-0.93254155,2.6791117,9.15842
-0.29628247,1.7202339,9.087193
1.2210429,3.702633,8.938752
1.1851299,5.803545,8.415619
0.43873745,5.7802014,7.790134
-0.023343466,4.961983,8.850765
-0.17238252,4.2981906,8.994417
-0.43155485,4.033033,8.467693
-0.46746787,4.1892543,8.006809
-0.25617957,4.587889,7.341221
-0.11492168,4.915296,6.8001313
-0.1328782,5.121796,7.0970125
-0.29927522,5.3079453,7.9667063
-0.28491,5.5868697,8.437765
-0.33279404,5.2606597,7.7374616
-0.8331822,4.5316253,6.71813
-1.0761937,4.06715,6.5008564
-0.748188,4.132991,7.629722
-0.49799395,4.392163,8.631696
-0.16160862,4.5046906,9.613917
0.20410569,4.4442368,9.773131
0.4213795,4.3119574,9.178771
0.23882163,4.204817,8.22528
0.2100912,4.168904,7.4854717
0.23163901,4.1012673,7.36636
0.24540567,4.0132804,7.5680714
0.13467385,3.7672763,7.968502
0.091578215,3.6846764,8.025963
0.272939,3.8139634,8.015787
0.6147113,4.0372224,8.052897
0.82480246,4.185065,8.182783
0.79008657,3.9336734,8.846576
0.8900445,3.9001546,9.656414
1.0887632,3.8684313,10.5602255
0.943914,3.7134068,11.001357
0.80564886,3.7301662,10.890625
0.8206126,3.8349125,10.518327
0.8690952,3.8121676,9.787497
1.1623849,3.793014,9.509769
0.92416185,3.58412,9.698313
0.9792285,3.7612908,9.4457245
1.4329298,3.7535098,9.461287
1.8459295,3.6367924,9.625888
2.086547,3.5422213,9.626487
1.9201498,3.8061821,9.597756
2.010531,3.7349546,9.669582
2.4959552,3.4087446,9.4535055
3.177704,3.2231941,9.513959
3.4560301,3.3063924,9.7803135
2.9879637,3.2603042,9.718064
2.2601264,3.2519245,8.854955
1.8309658,3.2842462,8.938153
